name,address,lat,lon
Riekens Landmilch,"Zum Eichhof 2, 24245 Großbarkau",54.22445725049439,10.169604370483055
Travenhof,"Travenhof, 23858 Reinfeld",53.82030904657369,10.456411545326986
Biolandhof Eichenhof,"Eichenhof 1, 57223 Kreuztal",50.99137434033164,7.972219197302605
"Himpsl-Hof, Marius Otto","Waterkamp 2A, 26188 Edewecht",53.11663170034895,7.950924812753822
Schulze Wethmar,"Waldweg 3, 44534 Lünen",51.62381377933214,7.558573570349099
Frankie's Hofladen,"Poppenreuther Str. 201, 90765 Fürth",49.47933338826045,11.020790510720573
Bioladen Kleincomburg,"Railäcker 1, 74544 Michelbach an der Bilz",49.093129026955744,9.749633239164082
Grüner Markt,"Schuirweg 105, 45133 Essen",51.395962065767016,6.958682554994488
Gärtnerhof Oberweyer,"Oberdorfstraße 9, 65589 Hadamar",50.45656530371689,8.095649956797988
Brunnenhof in der Ried,"Riedstraße 169, 45701 Herten",51.62769335085603,7.124404895484179
Gerbachhof,"Crayenbühlstraße 4, 67295 Bolanden",49.633223073667665,8.028803181892343
Biohof Miller | Felix Miller,"Badhaus 1, 88416 Steinhausen an der Rottum",48.02216160493322,9.899500356679724
Honighalle Imkerei Schiesser's,"Köpperner Str. 84, 61381 Friedrichsdorf",50.275098151200545,8.651081375832964
Inselhofladen Thams,"Schulstraße 1, 25849 Pellworm",54.53098016823193,8.66472728584235
Hofladen Albertshof,"Alberthof 1, 56477 Rennerod",50.601872426889344,8.058081327969411
Wendland Ziege,"Bausen 3, 29459 Clenze",52.968943510651776,10.988795302954347
Baumbachhof,"Baumbachweg 7, 75438 Knittlingen",48.99836846457728,8.747908318099004
Böttchehof,"Basler Str. 76A, 79227 Schallstadt",47.95695805666871,7.757360741333538
Kreuthof,"Kreuthof 1
73092 Heiningen",48.67893748313228,9.655869787397332
Hof Rabberg,"Toft 8, 24405 Rügge",54.687538100681365,9.763893534269924
Holzers Hofladen,"Birkenhöfe 3, 73269 Hochdorf",48.69490813607702,9.447668627876185
Biohof Overesch,"Hollich 8, 48565 Steinfurt",52.1681696670286,7.346078243391342
James Farm Shop,"Nordhackstedter Str. 2a, 24980 Hörup",54.73973988044918,9.104115855167146
Lauterhof Munk,"Äule 4, 73277 Owen",48.59689542474358,9.445196439513643
Neuland-Hof Runge,"Landstraße 78, 31717 Nordsehl",52.357199779626086,9.182735966685495
Schaumburger Waldimkerei,"Zum Forsthaus 21, 31552 Apelern",52.28616527462978,9.282754895517561
Bauernladen/Bioladen Johannes Röbbecke-Niermann,"Kirchender Dorfweg 26, 58313 Herdecke",51.41903840882575,7.424977683831429
"Hof Middendorf, Eier aus Stockum","Stockumer Feld 2, 49143 Bissendorf",52.249236366406834,8.188419358738555
Hofladen Austermann,"Neuwarendorf 24, 48231 Warendorf",51.95832711120456,7.948856056873321
Obstgut Morsbroich,"Auerweg 2, 51377 Leverkusen",51.03495578445474,7.032304212647913
Hof Hohlegruft,"Hohlegrufter Str. 4, 23813 Nehms",54.017129717644046,10.39085918396488
Hof Marktanner,"Marktanner 1, 88267 Vogt",47.75985784767192,9.757796556667225
Leyenhof,"Im Bachele 1B, 53175 Bonn",50.695361029962,7.121801054959405
Hofladen Schwalbenhof,"Rathausstraße 37, 55608 Berschweiler bei Kirn",49.77235785283042,7.387463954913838
Gartenoase,"Paul R. Kraemer-Allee 103, 50226 Frechen",50.93368350246405,6.796582027985931
Hof Severloh,"Dorfstraße 50, 29342 Wienhausen",52.587291052122765,10.206598210876114
Hofladen Scheuring,"Schindelberg 17, 76684 Östringen",49.198689486270986,8.765272954885829
Köhler,"Stadtweg 1, 21391 Reppenstedt",53.253018757166096,10.318953641596663
Spargel- und Kürbisscheune Hagenburg,"Altenhäger Str. 93, 31558 Hagenburg",52.43956224711017,9.346282183883211
"Kleinsägmühler Hof, Höningen","Kleinsägemühle 2, 67317 Altleiningen",49.51337341219149,8.095851883736906
Martinshof,"Martinshof, 67373 Dudenhofen",49.30682806573241,8.393839441398459
Hofladen Brunner,"Unterhainstraße 27, 63743 Aschaffenburg",49.96008144848824,9.153030799101925
Hof Neun Linden,"Billwerder Billdeich 480, 21033 Hamburg",53.50455228050263,10.16905305140151
Obstbau Felten,"Obsthof Am Rasselberg 1, 53340 Meckenheim",50.63090040078073,7.0269347126277335
Finther Obstlädchen,"Kurmainzstraße 10, 55126 Mainz",49.98344239940463,8.175919010745332
Hof Reinkensmeier,"Mindener Str. 421, 32049 Herford",52.152743333919204,8.71842374339053
Grüner Hof,"Mayerbacherstraße 84, 85737 Ismaning",48.22959469528722,11.702602270182256
