Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;V-Partei³;13;2;82;0,066725;82;0,066725;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;Verjüngungsforschung (2021: Gesundheitsforschung);14;1;;;;;;;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;Verjüngungsforschung (2021: Gesundheitsforschung);14;2;183;0,148911;183;0,148911;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;MLPD;15;1;99;0,080752;99;0,080752;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;MLPD;15;2;59;0,04801;59;0,04801;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;Die Humanisten;16;1;;;;;;;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;Die Humanisten;16;2;85;0,069166;85;0,069166;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;DKP;17;1;;;;;;;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;DKP;17;2;12;0,009765;12;0,009765;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;SGP;18;1;;;;;;;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;SGP;18;2;15;0,012206;15;0,012206;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;dieBasis;19;1;1366;1,11422;1366;1,11422;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;dieBasis;19;2;1210;0,984604;1210;0,984604;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;Bündnis C;20;1;221;0,180265;221;0,180265;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;Bündnis C;20;2;154;0,125313;154;0,125313;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;du.;21;1;;;;;;;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;du.;21;2;58;0,047196;58;0,047196;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;LIEBE;22;1;;;;;;;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;LIEBE;22;2;138;0,112294;138;0,112294;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;Wir Bürger (2021: LKR);23;1;65;0,053019;65;0,053019;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;Wir Bürger (2021: LKR);23;2;37;0,030108;37;0,030108;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;PdF;24;1;;;;;;;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;PdF;24;2;34;0,027667;34;0,027667;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;LfK;25;1;;;;;;;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;LfK;25;2;152;0,123686;152;0,123686;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;Team Todenhöfer;26;1;;;;;;;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;Team Todenhöfer;26;2;851;0,692478;851;0,692478;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;Volt;27;1;;;;;;;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Partei;Volt;27;2;312;0,253881;312;0,253881;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Einzelbewerber/Wählergruppe;EB: Richter;28;1;181;0,147638;181;0,147638;0;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;Einzelbewerber/Wählergruppe;EB: Richter;28;2;;;;;;;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;System-Gruppe;Übrige;1000;1;;;0;0;;0;
BT;26.09.2021;Wahlkreis;105;Mettmann II;LAND;05;System-Gruppe;Übrige;1000;2;;;0;0;;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;System-Gruppe;Wahlberechtigte;-4;;220827;;220827;;0;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;System-Gruppe;Wählende;-3;;175110;79,297369;175110;79,297369;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;System-Gruppe;Ungültige;-2;1;1162;0,663583;1162;0,663583;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;System-Gruppe;Ungültige;-2;2;807;0,460853;807;0,460853;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;System-Gruppe;Gültige;-1;1;173948;99,336417;173948;99,336417;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;System-Gruppe;Gültige;-1;2;174303;99,539147;174303;99,539147;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;CDU;1;1;54158;31,134592;54158;31,134592;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;CDU;1;2;44892;25,755151;44892;25,755151;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;SPD;2;1;38955;22,394624;38955;22,394624;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;SPD;2;2;38195;21,912991;38195;21,912991;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;FDP;3;1;24242;13,936349;24242;13,936349;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;FDP;3;2;27743;15,916536;27743;15,916536;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;AfD;4;1;7002;4,025341;7002;4,025341;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;AfD;4;2;7495;4,299983;7495;4,299983;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;GRÜNE;5;1;36926;21,228183;36926;21,228183;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;GRÜNE;5;2;39452;22,634149;39452;22,634149;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;DIE LINKE;6;1;5094;2,928461;5094;2,928461;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;DIE LINKE;6;2;6741;3,867403;6741;3,867403;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Die PARTEI;7;1;2531;1,455033;2531;1,455033;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Die PARTEI;7;2;1561;0,895567;1561;0,895567;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Tierschutzpartei;8;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Tierschutzpartei;8;2;1635;0,938022;1635;0,938022;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;PIRATEN;9;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;PIRATEN;9;2;516;0,296036;516;0,296036;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;FREIE WÄHLER;10;1;1089;0,626049;1089;0,626049;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;FREIE WÄHLER;10;2;851;0,48823;851;0,48823;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;HEIMAT (2021: NPD);11;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;HEIMAT (2021: NPD);11;2;84;0,048192;84;0,048192;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;ÖDP;12;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;ÖDP;12;2;110;0,063108;110;0,063108;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;V-Partei³;13;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;V-Partei³;13;2;145;0,083188;145;0,083188;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Verjüngungsforschung (2021: Gesundheitsforschung);14;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Verjüngungsforschung (2021: Gesundheitsforschung);14;2;143;0,082041;143;0,082041;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;MLPD;15;1;104;0,059788;104;0,059788;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;MLPD;15;2;49;0,028112;49;0,028112;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Die Humanisten;16;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Die Humanisten;16;2;165;0,094663;165;0,094663;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;DKP;17;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;DKP;17;2;45;0,025817;45;0,025817;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;SGP;18;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;SGP;18;2;12;0,006885;12;0,006885;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;dieBasis;19;1;1802;1,035942;1802;1,035942;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;dieBasis;19;2;1535;0,88065;1535;0,88065;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Bündnis C;20;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Bündnis C;20;2;42;0,024096;42;0,024096;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;du.;21;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;du.;21;2;89;0,051061;89;0,051061;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;LIEBE;22;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;LIEBE;22;2;139;0,079746;139;0,079746;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Wir Bürger (2021: LKR);23;1;76;0,043691;76;0,043691;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Wir Bürger (2021: LKR);23;2;42;0,024096;42;0,024096;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;PdF;24;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;PdF;24;2;52;0,029833;52;0,029833;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;LfK;25;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;LfK;25;2;147;0,084336;147;0,084336;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Team Todenhöfer;26;1;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Team Todenhöfer;26;2;1315;0,754433;1315;0,754433;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Volt;27;1;1546;0,888771;1546;0,888771;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Partei;Volt;27;2;1108;0,635675;1108;0,635675;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Einzelbewerber/Wählergruppe;EB: Baumanns;28;1;423;0,243176;423;0,243176;0;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;Einzelbewerber/Wählergruppe;EB: Baumanns;28;2;;;;;;;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;System-Gruppe;Übrige;1000;1;;;0;0;;0;
BT;26.09.2021;Wahlkreis;106;Düsseldorf I;LAND;05;System-Gruppe;Übrige;1000;2;;;0;0;;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;System-Gruppe;Wahlberechtigte;-4;;190102;;190102;;0;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;System-Gruppe;Wählende;-3;;142287;74,847713;142287;74,847713;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;System-Gruppe;Ungültige;-2;1;1153;0,810334;1153;0,810334;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;System-Gruppe;Ungültige;-2;2;855;0,600898;855;0,600898;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;System-Gruppe;Gültige;-1;1;141134;99,189666;141134;99,189666;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;System-Gruppe;Gültige;-1;2;141432;99,399102;141432;99,399102;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;CDU;1;1;34801;24,658126;34801;24,658126;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;CDU;1;2;31639;22,370468;31639;22,370468;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;SPD;2;1;41169;29,17015;41169;29,17015;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;SPD;2;2;35671;25,221308;35671;25,221308;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;FDP;3;1;14143;10,020973;14143;10,020973;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;FDP;3;2;17335;12,256774;17335;12,256774;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;AfD;4;1;8214;5,820001;8214;5,820001;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;AfD;4;2;8503;6,012076;8503;6,012076;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;GRÜNE;5;1;30201;21,398812;30201;21,398812;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;GRÜNE;5;2;31524;22,289157;31524;22,289157;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;DIE LINKE;6;1;5418;3,838905;5418;3,838905;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;DIE LINKE;6;2;6931;4,900588;6931;4,900588;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Die PARTEI;7;1;2967;2,102257;2967;2,102257;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Die PARTEI;7;2;1572;1,111488;1572;1,111488;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Tierschutzpartei;8;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Tierschutzpartei;8;2;1831;1,294615;1831;1,294615;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;PIRATEN;9;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;PIRATEN;9;2;517;0,365547;517;0,365547;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;FREIE WÄHLER;10;1;1307;0,92607;1307;0,92607;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;FREIE WÄHLER;10;2;859;0,607359;859;0,607359;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;HEIMAT (2021: NPD);11;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;HEIMAT (2021: NPD);11;2;81;0,057271;81;0,057271;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;ÖDP;12;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;ÖDP;12;2;90;0,063635;90;0,063635;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;V-Partei³;13;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;V-Partei³;13;2;129;0,09121;129;0,09121;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Verjüngungsforschung (2021: Gesundheitsforschung);14;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Verjüngungsforschung (2021: Gesundheitsforschung);14;2;147;0,103937;147;0,103937;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;MLPD;15;1;176;0,124704;176;0,124704;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;MLPD;15;2;66;0,046666;66;0,046666;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Die Humanisten;16;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Die Humanisten;16;2;141;0,099695;141;0,099695;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;DKP;17;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;DKP;17;2;62;0,043837;62;0,043837;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;SGP;18;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;SGP;18;2;16;0,011313;16;0,011313;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;dieBasis;19;1;1549;1,097539;1549;1,097539;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;dieBasis;19;2;1280;0,905029;1280;0,905029;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Bündnis C;20;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Bündnis C;20;2;49;0,034646;49;0,034646;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;du.;21;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;du.;21;2;77;0,054443;77;0,054443;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;LIEBE;22;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;LIEBE;22;2;143;0,101109;143;0,101109;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Wir Bürger (2021: LKR);23;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Wir Bürger (2021: LKR);23;2;28;0,019797;28;0,019797;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;PdF;24;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;PdF;24;2;55;0,038888;55;0,038888;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;LfK;25;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;LfK;25;2;139;0,09828;139;0,09828;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Team Todenhöfer;26;1;;;;;;;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Team Todenhöfer;26;2;1674;1,183608;1674;1,183608;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Volt;27;1;1189;0,842462;1189;0,842462;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;Partei;Volt;27;2;873;0,617258;873;0,617258;0;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;System-Gruppe;Übrige;1000;1;;;0;0;;0;
BT;26.09.2021;Wahlkreis;107;Düsseldorf II;LAND;05;System-Gruppe;Übrige;1000;2;;;0;0;;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;System-Gruppe;Wahlberechtigte;-4;;213250;;213250;;0;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;System-Gruppe;Wählende;-3;;162167;76,045487;162167;76,045487;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;System-Gruppe;Ungültige;-2;1;1605;0,98972;1605;0,98972;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;System-Gruppe;Ungültige;-2;2;1201;0,740595;1201;0,740595;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;System-Gruppe;Gültige;-1;1;160562;99,01028;160562;99,01028;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;System-Gruppe;Gültige;-1;2;160966;99,259405;160966;99,259405;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;CDU;1;1;57445;35,777457;57445;35,777457;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;CDU;1;2;48166;29,923089;48166;29,923089;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;SPD;2;1;51391;32,006951;51391;32,006951;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;SPD;2;2;43760;27,185865;43760;27,185865;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;FDP;3;1;12932;8,05421;12932;8,05421;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;FDP;3;2;20333;12,63186;20333;12,63186;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;AfD;4;1;10801;6,726996;10801;6,726996;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;AfD;4;2;11298;7,018874;11298;7,018874;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;GRÜNE;5;1;18051;11,242386;18051;11,242386;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;GRÜNE;5;2;21951;13,637041;21951;13,637041;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;DIE LINKE;6;1;4153;2,58654;4153;2,58654;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;DIE LINKE;6;2;4771;2,96398;4771;2,96398;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;Die PARTEI;7;1;3617;2,252712;3617;2,252712;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;Die PARTEI;7;2;1774;1,102096;1774;1,102096;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;Tierschutzpartei;8;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;Tierschutzpartei;8;2;2367;1,470497;2367;1,470497;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;PIRATEN;9;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;PIRATEN;9;2;607;0,377098;607;0,377098;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;FREIE WÄHLER;10;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;FREIE WÄHLER;10;2;861;0,534896;861;0,534896;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;HEIMAT (2021: NPD);11;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;HEIMAT (2021: NPD);11;2;132;0,082005;132;0,082005;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;ÖDP;12;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;ÖDP;12;2;108;0,067095;108;0,067095;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;V-Partei³;13;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;V-Partei³;13;2;149;0,092566;149;0,092566;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;Verjüngungsforschung (2021: Gesundheitsforschung);14;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;Verjüngungsforschung (2021: Gesundheitsforschung);14;2;231;0,143509;231;0,143509;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;MLPD;15;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;MLPD;15;2;29;0,018016;29;0,018016;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;Die Humanisten;16;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;Die Humanisten;16;2;125;0,077656;125;0,077656;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;DKP;17;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;DKP;17;2;44;0,027335;44;0,027335;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;SGP;18;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;SGP;18;2;25;0,015531;25;0,015531;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;dieBasis;19;1;2052;1,278011;2052;1,278011;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;dieBasis;19;2;1748;1,085944;1748;1,085944;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;Bündnis C;20;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;Bündnis C;20;2;61;0,037896;61;0,037896;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;du.;21;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;du.;21;2;72;0,04473;72;0,04473;0;0;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;LIEBE;22;1;;;;;;;
BT;26.09.2021;Wahlkreis;108;Neuss I;LAND;05;Partei;LIEBE;22;2;234;0,145372;234;0,145372;0;0;
