Wahlkreisnummere,Name,Partei,Stimmenanteil,Bundesland,Listenplatz,Art
114,"Dieren, Jan Ulrich",SPD,352,Nordrhein-Westfalen,NA,Direkt
88,"Moll, Claudia",SPD,345,Nordrhein-Westfalen,NA,Direkt
113,"Keller, Rainer Johannes (verstorben)",SPD,342,Nordrhein-Westfalen,NA,Direkt
138,"Schisanowski, Timo",SPD,333,Nordrhein-Westfalen,NA,Direkt
103,"Schäfer, Ingo",SPD,326,Nordrhein-Westfalen,NA,Direkt
135,"Berghahn, Jürgen",SPD,307,Nordrhein-Westfalen,NA,Direkt
95,"Dr. Mützenich, Rolf Heinrich",SPD,299,Nordrhein-Westfalen,NA,Direkt
107,"Rimkus, Andreas",SPD,292,Nordrhein-Westfalen,NA,Direkt
93,"Abdi, Sanae",SPD,279,Nordrhein-Westfalen,NA,Direkt
121,"Schwabe, Frank",SPD,41,Nordrhein-Westfalen,NA,Direkt
142,"Peick, Jens",SPD,33,Nordrhein-Westfalen,NA,Direkt
132,"Dr. Esdar, Wiebke",SPD,30,Nordrhein-Westfalen,NA,Direkt
129,"Schulze, Svenja",SPD,NA,Nordrhein-Westfalen,2,Liste
97,"Hartmann, Sebastian",SPD,NA,Nordrhein-Westfalen,3,Liste
105,"Griese, Kerstin",SPD,NA,Nordrhein-Westfalen,4,Liste
147,"Wiese, Dirk",SPD,NA,Nordrhein-Westfalen,5,Liste
111,"Schiefner, Udo",SPD,NA,Nordrhein-Westfalen,7,Liste
130,"Daldrup, Bernhard",SPD,NA,Nordrhein-Westfalen,9,Liste
126,"Heselhaus, Nadine",SPD,NA,Nordrhein-Westfalen,10,Liste
150,"Lugk, Bettina",SPD,NA,Nordrhein-Westfalen,14,Liste
90,"Nietan, Dietmar Heinrich",SPD,NA,Nordrhein-Westfalen,17,Liste
92,"Andres, Dagmar",SPD,NA,Nordrhein-Westfalen,18,Liste
96,"Rosenthal, Jessica",SPD,NA,Nordrhein-Westfalen,20,Liste
146,"Hellmich, Wolfgang",SPD,NA,Nordrhein-Westfalen,21,Liste
109,"Yüksel, Gülistan",SPD,NA,Nordrhein-Westfalen,22,Liste
162,"Müller, Detlef",SPD,251,Sachsen,NA,Direkt
152,"Mann, Holger",SPD,NA,Sachsen,1,Liste
156,"Michel, Susanne Kathrin",SPD,NA,Sachsen,2,Liste
159,"Nasr, Rasha",SPD,NA,Sachsen,4,Liste
163,"Kasper, Carlos",SPD,NA,Sachsen,5,Liste
153,"Sthamer, Nadja",SPD,NA,Sachsen,6,Liste
158,"Funke, Fabian",SPD,NA,Sachsen,7,Liste
169,"Roth, Michael",SPD,437,Hessen,NA,Direkt
170,"Dr. Franke, Edgar Konrad Hartmut",SPD,393,Hessen,NA,Direkt
171,"Bartol, Sören",SPD,369,Hessen,NA,Direkt
168,"Gremmels, Timon (Mandat verzichtet)",SPD,361,Hessen,NA,Direkt
184,"Wegling, Melanie",SPD,335,Hessen,NA,Direkt
172,"Schmidt, Dagmar",SPD,331,Hessen,NA,Direkt
187,"Dr. Zimmermann, Jens",SPD,323,Hessen,NA,Direkt
180,"Oehl, Jan Lennard",SPD,311,Hessen,NA,Direkt
175,"Müller, Bettina",SPD,305,Hessen,NA,Direkt
173,"Döring, Felix Maximilian",SPD,304,Hessen,NA,Direkt
177,"Pawlik, Natalie",SPD,297,Hessen,NA,Direkt
186,"Larem, Andreas",SPD,274,Hessen,NA,Direkt
167,"Dilcher, Esther",SPD,38,Hessen,NA,Direkt
182,"Zorn, Armand",SPD,29,Hessen,NA,Direkt
196,"Ullrich, Frank",SPD,336,Thüringen,NA,Direkt
193,"Schneider, Carsten",SPD,244,Thüringen,NA,Direkt
191,"Dr. Becker, Holger",SPD,201,Thüringen,NA,Direkt
194,"Kaiser, Elisabeth",SPD,NA,Thüringen,2,Liste
209,"Mieves, Matthias David",SPD,339,Rheinland-Pfalz,NA,Direkt
207,"Schreider, Christian Willi Heribert",SPD,328,Rheinland-Pfalz,NA,Direkt
204,"Dr. Machalet, Tanja",SPD,315,Rheinland-Pfalz,NA,Direkt
210,"Glöckner, Angelika",SPD,304,Rheinland-Pfalz,NA,Direkt
211,"Hitschler, Thomas",SPD,282,Rheinland-Pfalz,NA,Direkt
205,"Baldy, Daniel",SPD,249,Rheinland-Pfalz,NA,Direkt
201,"Dr. Weingarten, Joe",SPD,33,Rheinland-Pfalz,NA,Direkt
203,"Hubertz, Verena Ute",SPD,33,Rheinland-Pfalz,NA,Direkt
199,"Dr. Rudolph, Thorsten",SPD,NA,Rheinland-Pfalz,3,Liste
208,"Mackensen-Geis, Isabel Larissa",SPD,NA,Rheinland-Pfalz,4,Liste
235,"Grötsch, Ulrich Peter",SPD,NA,Bayern,1,Liste
225,"Dr. Kofler, Bärbel",SPD,NA,Bayern,2,Liste
243,"Träger, Carsten Dietmar",SPD,NA,Bayern,3,Liste
237,"Kramme, Anette",SPD,NA,Bayern,4,Liste
219,"Roloff, Sebastian Jörg",SPD,NA,Bayern,5,Liste
227,"Hagl-Kehl, Rita Andrea",SPD,NA,Bayern,6,Liste
249,"Rützel, Bernd Ferdinand",SPD,NA,Bayern,7,Liste
244,"Heinrich, Gabriela",SPD,NA,Bayern,8,Liste
254,"Schmid, Christoph Florian",SPD,NA,Bayern,9,Liste
218,"Tausend, Claudia Rosina",SPD,NA,Bayern,10,Liste
236,"Schwarz, Andreas",SPD,NA,Bayern,11,Liste
234,"Schieder, Marianne",SPD,NA,Bayern,12,Liste
215,"Schrodi, Michael Georg",SPD,NA,Bayern,13,Liste
248,"Dittmar, Sabine",SPD,NA,Bayern,14,Liste
214,"Mehltretter, Andreas",SPD,NA,Bayern,15,Liste
252,"Bahr, Ulrike Renate Martina",SPD,NA,Bayern,16,Liste
229,"Schätzl, Johannes",SPD,NA,Bayern,17,Liste
242,"Stamm-Fibich, Martina Margarete",SPD,NA,Bayern,18,Liste
239,"Nürnberger, Jörg Mathias",SPD,NA,Bayern,19,Liste
224,"Wegge, Carmen",SPD,NA,Bayern,20,Liste
275,"Cademartori Dujisin, Isabel Andrea",SPD,264,Baden-Württemberg,NA,Direkt
280,"Esken, Saskia Christina",SPD,NA,Baden-Württemberg,1,Liste
262,"Dr. Schmid, Nils Hermann",SPD,NA,Baden-Württemberg,2,Liste
288,"Schwarzelühr-Sutter, Rita Berta",SPD,NA,Baden-Württemberg,3,Liste
290,"Dr. Rosemann, Martin",SPD,NA,Baden-Württemberg,4,Liste
279,"Mast, Katja Wilma",SPD,NA,Baden-Württemberg,5,Liste
283,"Dr. Fechner, Johannes",SPD,NA,Baden-Württemberg,6,Liste
270,"Breymaier, Leni",SPD,NA,Baden-Württemberg,7,Liste
292,"Gerster, Martin",SPD,NA,Baden-Württemberg,8,Liste
260,"Hostert, Jasmina",SPD,NA,Baden-Württemberg,9,Liste
277,"Dr. Castellucci, Lars",SPD,NA,Baden-Württemberg,10,Liste
273,"Katzmarek, Gabriele",SPD,NA,Baden-Württemberg,11,Liste
271,"Marvi, Parsa",SPD,NA,Baden-Württemberg,12,Liste
263,"Baehrens, Heike Charlotte",SPD,NA,Baden-Württemberg,13,Liste
265,"Karaahmetoǧlu, Macit",SPD,NA,Baden-Württemberg,14,Liste
287,"Dr. Seitzl, Lina",SPD,NA,Baden-Württemberg,15,Liste
295,"Mesarosch, Robin",SPD,NA,Baden-Württemberg,16,Liste
267,"Juratovic, Josip",SPD,NA,Baden-Württemberg,18,Liste
286,"Türk-Nachbaur, Derya",SPD,NA,Baden-Württemberg,19,Liste
296,"Ortleb, Josephine Loulou",SPD,369,Saarland,NA,Direkt
297,"Maas, Heiko Josef (Mandat verzichtet)",SPD,367,Saarland,NA,Direkt
299,"Limbacher, Esra-Leon Ruben",SPD,366,Saarland,NA,Direkt
9,"Witt, Uwe",AfD,NA,Schleswig-Holstein,1,Liste
4,"Bollmann, Gereon",AfD,NA,Schleswig-Holstein,2,Liste
15,"Holm, Leif-Erik",AfD,NA,Mecklenburg-Vorpommern,1,Liste
16,"Komning, Enrico",AfD,NA,Mecklenburg-Vorpommern,2,Liste
19,"Dr. Baumann, Bernd",AfD,NA,Hamburg,1,Liste
26,"Wundrak, Franz Josef Joachim",AfD,NA,Niedersachsen,1,Liste
48,"Rinck, Frank Martin Klaus",AfD,NA,Niedersachsen,2,Liste
44,"Ehrhorn, Thomas Ludwig Walter",AfD,NA,Niedersachsen,3,Liste
43,"Friedhoff, Dietmar",AfD,NA,Niedersachsen,4,Liste
41,"König, Jörn Harald",AfD,NA,Niedersachsen,5,Liste
NA,"Dr. Gauland, Eberhardt Alexander",AfD,NA,Brandenburg,1,Liste
NA,"Springer, René",AfD,NA,Brandenburg,2,Liste
62,"Kotré, Steffen",AfD,NA,Brandenburg,3,Liste
NA,"Kleinwächter, Norbert",AfD,NA,Brandenburg,4,Liste
74,"Farle, Robert",AfD,251,Sachsen-Anhalt,NA,Direkt
71,"Ziegler, Kay-Uwe",AfD,242,Sachsen-Anhalt,NA,Direkt
73,"Reichardt, Martin",AfD,NA,Sachsen-Anhalt,1,Liste
67,"Schmidt, Jan Wenzel",AfD,NA,Sachsen-Anhalt,2,Liste
75,"von Storch, Beatrix",AfD,NA,Berlin,1,Liste
NA,"Dr. Curio, Gottfried",AfD,NA,Berlin,2,Liste
92,"Lucassen, Hans-Rüdiger",AfD,NA,Nordrhein-Westfalen,1,Liste
111,"Gottschalk, Kay",AfD,NA,Nordrhein-Westfalen,2,Liste
93,"Jacobi, Fabian",AfD,NA,Nordrhein-Westfalen,3,Liste
104,"Renner, Martin Erwin",AfD,NA,Nordrhein-Westfalen,4,Liste
123,"Schneider, Jörg",AfD,NA,Nordrhein-Westfalen,5,Liste
126,"Dr. Espendiller, Michael",AfD,NA,Nordrhein-Westfalen,6,Liste
143,"Helferich, Matthias",AfD,NA,Nordrhein-Westfalen,7,Liste
98,"Beckamp, Roger Friedrich Nikolaus",AfD,NA,Nordrhein-Westfalen,8,Liste
100,"Dr. Weyel, Harald",AfD,NA,Nordrhein-Westfalen,9,Liste
91,"Schmidt, Eugen",AfD,NA,Nordrhein-Westfalen,10,Liste
95,"Haug, Jochen",AfD,NA,Nordrhein-Westfalen,11,Liste
157,"Chrupalla, Tino",AfD,358,Sachsen,NA,Direkt
156,"Hilse, Karsten",AfD,334,Sachsen,NA,Direkt
161,"Bachmann, Carolin",AfD,334,Sachsen,NA,Direkt
164,"Dietz, Thomas",AfD,317,Sachsen,NA,Direkt
163,"Moncsek, Mike",AfD,289,Sachsen,NA,Direkt
151,"Bochmann, René",AfD,278,Sachsen,NA,Direkt
165,"Moosdorf, Matthias",AfD,256,Sachsen,NA,Direkt
154,"Naujok, Edgar",AfD,246,Sachsen,NA,Direkt
158,"Janich, Steffen",AfD,33,Sachsen,NA,Direkt
175,"Harder-Kühnel, Mariana Iris",AfD,NA,Hessen,1,Liste
183,"Cotar, Joana Eleonora",AfD,NA,Hessen,2,Liste
173,"Schulz, Uwe",AfD,NA,Hessen,3,Liste
167,"Nolte, Jan Ralf",AfD,NA,Hessen,4,Liste
195,"Prof. Dr. Kaufmann, Michael Heinz",AfD,293,Thüringen,NA,Direkt
192,"Bühl, Marcus",AfD,265,Thüringen,NA,Direkt
190,"Stöber, Klaus",AfD,248,Thüringen,NA,Direkt
194,"Brandner, Stephan Günther",AfD,29,Thüringen,NA,Direkt
189,"Pohl, Jürgen Hans",AfD,NA,Thüringen,2,Liste
205,"Münzenmaier, Sebastian",AfD,NA,Rheinland-Pfalz,1,Liste
201,"Höchst, Nicole",AfD,NA,Rheinland-Pfalz,2,Liste
197,"Bleck, Andreas",AfD,NA,Rheinland-Pfalz,3,Liste
232,"Boehringer, Peter Christian Pascal",AfD,NA,Bayern,1,Liste
231,"Miazga, Corinna",AfD,NA,Bayern,2,Liste
230,"Protschka, Stephan",AfD,NA,Bayern,3,Liste
217,"Bystron, Petr",AfD,NA,Bayern,4,Liste
244,"Sichert, Martin Johannes",AfD,NA,Bayern,5,Liste
214,"Huber, Johannes Josef",AfD,NA,Bayern,6,Liste
219,"Wiehle, Wolfgang",AfD,NA,Bayern,7,Liste
253,"Dr. Kraft, Rainer Detlef",AfD,NA,Bayern,8,Liste
221,"Otten, Gerold Joachim",AfD,NA,Bayern,9,Liste
237,"Peterka, Tobias Matthias",AfD,NA,Bayern,10,Liste
293,"Weidel, Alice Elisabeth",AfD,NA,Baden-Württemberg,1,Liste
265,"Hess, Martin Alexander",AfD,NA,Baden-Württemberg,2,Liste
258,"Dr. Spaniel, Dirk",AfD,NA,Baden-Württemberg,3,Liste
260,"Frohnmaier, Markus-Cornel",AfD,NA,Baden-Württemberg,4,Liste
266,"Dr. Jongen, Marc Stephan",AfD,NA,Baden-Württemberg,5,Liste
271,"Bernhard, Marc Albert",AfD,NA,Baden-Württemberg,6,Liste
274,"Dr. Kaufmann, Malte",AfD,NA,Baden-Württemberg,7,Liste
276,"Dr. Baum, Christina",AfD,NA,Baden-Württemberg,8,Liste
283,"Seitz, Thomas Michael Konrad",AfD,NA,Baden-Württemberg,9,Liste
299,"Dr. Wirth, Christian Friedrich",AfD,NA,Saarland,1,Liste
3,"Kubicki, Wolfgang",FDP,NA,Schleswig-Holstein,1,Liste
2,"Jensen-Bornhöft, Gyde",FDP,NA,Schleswig-Holstein,2,Liste
4,"Aschenberg-Dugnus, Christine Irene",FDP,NA,Schleswig-Holstein,3,Liste
14,"Reinhold, Hagen",FDP,NA,Mecklenburg-Vorpommern,1,Liste
NA,"Kruse, Michael",FDP,NA,Hamburg,1,Liste
NA,"Schröder, Ria Irmtraut Claudia",FDP,NA,Hamburg,2,Liste
28,"Dürr, Christian",FDP,NA,Niedersachsen,1,Liste
31,"Beeck, Jens",FDP,NA,Niedersachsen,2,Liste
44,"Schulz, Anja",FDP,NA,Niedersachsen,3,Liste
53,"Kuhle, Konstantin Elias",FDP,NA,Niedersachsen,4,Liste
42,"Gerschau, Knut",FDP,NA,Niedersachsen,5,Liste
34,"Dr. Hocker, Gero Clemens",FDP,NA,Niedersachsen,6,Liste
38,"Seestern-Pauly, Matthias",FDP,NA,Niedersachsen,7,Liste
61,"Teuteberg, Linda",FDP,NA,Brandenburg,1,Liste
57,"Boginski, Friedhelm Günter",FDP,NA,Brandenburg,2,Liste
66,"Dr. Faber, Marcus",FDP,NA,Sachsen-Anhalt,1,Liste
74,"Bodtke, Ingo",FDP,NA,Sachsen-Anhalt,2,Liste
80,"Meyer, Christoph Werner",FDP,NA,Berlin,1,Liste
76,"Kluckert, Daniela Kathrin",FDP,NA,Berlin,2,Liste
100,"Lindner, Christian Wolfgang",FDP,NA,Nordrhein-Westfalen,1,Liste
106,"Dr. Strack-Zimmermann, Marie-Agnes",FDP,NA,Nordrhein-Westfalen,2,Liste
96,"Graf Lambsdorff, Alexander",FDP,NA,Nordrhein-Westfalen,3,Liste
123,"Dr. Buschmann, Marco",FDP,NA,Nordrhein-Westfalen,4,Liste
149,"Vogel, Johannes",FDP,NA,Nordrhein-Westfalen,5,Liste
108,"Djir-Sarai, Bijan",FDP,NA,Nordrhein-Westfalen,6,Liste
110,"Fricke, Otto",FDP,NA,Nordrhein-Westfalen,7,Liste
93,"Houben, Reinhard Arnold",FDP,NA,Nordrhein-Westfalen,8,Liste
134,"Schäffler, Frank Uwe",FDP,NA,Nordrhein-Westfalen,9,Liste
98,"Westig, Nicole",FDP,NA,Nordrhein-Westfalen,10,Liste
126,"Busen, Karlheinz",FDP,NA,Nordrhein-Westfalen,11,Liste
92,"Herbrand, Markus",FDP,NA,Nordrhein-Westfalen,12,Liste
113,"Reuther, Bernd",FDP,NA,Nordrhein-Westfalen,13,Liste
147,"Cronenberg, Carl-Julius",FDP,NA,Nordrhein-Westfalen,14,Liste
138,"Helling-Plahr, Katrin",FDP,NA,Nordrhein-Westfalen,15,Liste
135,"Sauter, Christian",FDP,NA,Nordrhein-Westfalen,16,Liste
140,"in der Beek, Olaf Karl Wilhelm",FDP,NA,Nordrhein-Westfalen,17,Liste
159,"Herbst, Torsten",FDP,NA,Sachsen,1,Liste
162,"Müller-Rosentritt, Frank",FDP,NA,Sachsen,2,Liste
161,"Hartewig, Philipp",FDP,NA,Sachsen,3,Liste
164,"Harzer, Ulrike",FDP,NA,Sachsen,4,Liste
181,"Stark-Watzinger, Bettina",FDP,NA,Hessen,1,Liste
183,"Dr. Lieb, Thorsten Willibald",FDP,NA,Hessen,2,Liste
188,"Mansmann, Till Berthold",FDP,NA,Hessen,3,Liste
178,"Müller, Alexander",FDP,NA,Hessen,4,Liste
174,"Lenders, Jürgen",FDP,NA,Hessen,5,Liste
176,"Adler, Katja",FDP,NA,Hessen,6,Liste
196,"Ullrich, Gerald",FDP,NA,Thüringen,1,Liste
195,"Hanke, Reginald Karl Heinz",FDP,NA,Thüringen,2,Liste
211,"Dr. Wissing, Volker",FDP,NA,Rheinland-Pfalz,1,Liste
200,"Konrad, Carina",FDP,NA,Rheinland-Pfalz,2,Liste
NA,"Brandenburg, Mario",FDP,NA,Rheinland-Pfalz,3,Liste
197,"Weeser, Sandra",FDP,NA,Rheinland-Pfalz,4,Liste
217,"Föst, Daniel Wolfgang",FDP,NA,Bayern,1,Liste
244,"Hessel, Katja",FDP,NA,Bayern,2,Liste
247,"Klein, Karsten",FDP,NA,Bayern,3,Liste
220,"Dr. Köhler, Lukas Otto",FDP,NA,Bayern,4,Liste
219,"Sattelberger, Thomas Michael",FDP,NA,Bayern,5,Liste
256,"Thomae, Stephan",FDP,NA,Bayern,6,Liste
228,"Bauer, Nicole Anna Elisabeth",FDP,NA,Bayern,7,Liste
233,"Lechte, Ulrich",FDP,NA,Bayern,8,Liste
212,"Bubendorfer-Licht, Sandra",FDP,NA,Bayern,9,Liste
251,"Prof. Dr. Ullmann, Andrew John",FDP,NA,Bayern,10,Liste
NA,"Funke genannt Kaiser, Maximilian Ludwig",FDP,NA,Bayern,11,Liste
246,"Lütke, Kristine",FDP,NA,Bayern,12,Liste
271,"Theurer, Michael Alexander",FDP,NA,Baden-Württemberg,1,Liste
258,"Skudelny, Judith Sandra",FDP,NA,Baden-Württemberg,2,Liste
267,"Link, Michael Georg",FDP,NA,Baden-Württemberg,3,Liste
289,"Kober, Pascal Felix Ernst",FDP,NA,Baden-Württemberg,4,Liste
260,"Dr. Toncar, Florian",FDP,NA,Baden-Württemberg,5,Liste
294,"Strasser, Benjamin",FDP,NA,Baden-Württemberg,6,Liste
262,"Alt, Renata",FDP,NA,Baden-Württemberg,7,Liste
277,"Dr. Brandenburg, Jens",FDP,NA,Baden-Württemberg,8,Liste
282,"Dr. Hoffmann, Christoph",FDP,NA,Baden-Württemberg,9,Liste
264,"Prof. Dr. Seiter, Stephan",FDP,NA,Baden-Württemberg,11,Liste
268,"Abel, Valentin Christian",FDP,NA,Baden-Württemberg,12,Liste
275,"Stockmeier, Konrad Johann Lorenz",FDP,NA,Baden-Württemberg,13,Liste
287,"Dr. Jurisch, Ann-Veruschka",FDP,NA,Baden-Württemberg,14,Liste
279,"Semet, Rainer",FDP,NA,Baden-Württemberg,15,Liste
298,"Luksic, Oliver",FDP,NA,Saarland,1,Liste
7,"Möhring, Cornelia",DIE LINKE,NA,Schleswig-Holstein,1,Liste
14,"Dr. Bartsch, Dietmar Gerhard",DIE LINKE,NA,Mecklenburg-Vorpommern,1,Liste
12,"Latendorf, Ina",DIE LINKE,NA,Mecklenburg-Vorpommern,2,Liste
20,"Nastić, Zaklin Jadwiga",DIE LINKE,NA,Hamburg,1,Liste
27,"Mohamed Ali, Amira",DIE LINKE,NA,Niedersachsen,1,Liste
49,"Perli, Victor Angelo",DIE LINKE,NA,Niedersachsen,2,Liste
64,"Görke, Christian",DIE LINKE,NA,Brandenburg,1,Liste
58,"Domscheit-Berg, Anke Margarete",DIE LINKE,NA,Brandenburg,2,Liste
71,"Korte, Jan",DIE LINKE,NA,Sachsen-Anhalt,1,Liste
72,"Dr. Sitte, Petra",DIE LINKE,NA,Sachsen-Anhalt,2,Liste
84,"Gysi, Gregor",DIE LINKE,354,Berlin,NA,Direkt
86,"Dr. Lötzsch, Gesine",DIE LINKE,258,Berlin,NA,Direkt
85,"Pau, Petra Angelika",DIE LINKE,NA,Berlin,1,Liste
NA,"Dr. Wagenknecht, Sahra",DIE LINKE,NA,Nordrhein-Westfalen,1,Liste
94,"Birkwald, Matthias Walter",DIE LINKE,NA,Nordrhein-Westfalen,2,Liste
140,"Dagdelen, Sevim",DIE LINKE,NA,Nordrhein-Westfalen,3,Liste
87,"Hunko, Andrej Konstantin",DIE LINKE,NA,Nordrhein-Westfalen,4,Liste
128,"Vogler, Kathrin",DIE LINKE,NA,Nordrhein-Westfalen,5,Liste
116,"Leye, Christian",DIE LINKE,NA,Nordrhein-Westfalen,6,Liste
153,"Pellmann, Sören",DIE LINKE,228,Sachsen,NA,Direkt
159,"Kipping, Katja",DIE LINKE,NA,Sachsen,1,Liste
156,"Lay, Caren Nicole",DIE LINKE,NA,Sachsen,3,Liste
182,"Wißler, Janine Natalie",DIE LINKE,NA,Hessen,1,Liste
173,"Al-Dailami, Ali Abass Yahya",DIE LINKE,NA,Hessen,2,Liste
193,"Hennig-Wellsow, Susanne Marianne",DIE LINKE,NA,Thüringen,1,Liste
191,"Lenkert, Ralph",DIE LINKE,NA,Thüringen,2,Liste
209,"Ulrich, Alexander",DIE LINKE,NA,Rheinland-Pfalz,1,Liste
220,"Gohlke, Nicole Stephanie",DIE LINKE,NA,Bayern,1,Liste
250,"Ernst, Klaus Friedrich",DIE LINKE,NA,Bayern,2,Liste
257,"Ferschl, Susanne",DIE LINKE,NA,Bayern,3,Liste
258,"Riexinger, Bernd Karl",DIE LINKE,NA,Baden-Württemberg,1,Liste
